Rate|Date|Product_Name|User_Function|Company_Size|Industry|Title|Text
3.0|Oct 24, 2019|Talend Platform for Big Data Integration (Legacy)|IT|3B - 10B USD|Retail Industry|Easy Implementation, but hard to upgrade and maintain|The initial deployment of the infrastructure went well. But our company and its technology partners have been having a hard time operationalizing and supporting the platform
3.0|Oct 18, 2019|Talend Platform for Big Data Integration (Legacy)|IT|<50M USD|IT Services Industry|New features require extensive testing, old features are often changed in a bad way.|New version of their product has many new features but less developer focused. Many of those features are implemented halfway and hardly useful.
4.0|Oct 31, 2019|Talend Data Fabric|IT|500M - 1B USD|IT Services Industry|Trouble free Implementations But upgrades are a bit challenging.|The Tool installation is very intuitive Workflow creations are good and have helped the clients in managing a hybrid Data Lake ( mix of NoSQL and DWH). The documentations part needs to improve wrt the learning part.
5.0|Oct 31, 2019|Talend Platform for Big Data Integration (Legacy)|General Management|50M - 250M USD|Healthcare and Biotech Industry|Talend - A Big Data Company that Delivers|Talend provided excellent sales and after-sales support. Their training and support is top notch. Karan and Daniel Mercado both were great.
5.0|Nov 1, 2019|Talend Platform for Data Services (Legacy)|Management / Business Consulting|1B - 3B USD|Healthcare and Biotech Industry|Implementation was easy for real time data integration|It is great experience with Talend as DI ans ESB. Very easy to use , understand and work on it. Support is best and quick.
3.0|Oct 30, 2019|Talend Data Fabric|Product Management|<50M USD|IT Services Industry|Easy implementation with Sugar CRM and many features|In our previous experience, we decided to adopt SUGARCRM as our customer data management. So we were expired by trying the Talend free trial formula. The Tool is solid and integration was easy, fast dat import and offer many features of data calculation, in an appealing graphic ...
3.0|Oct 31, 2019|Talend Platform for Big Data Integration (Legacy)|Management / Business Consulting|30B + USD|IT Services Industry|It's getting worse and worse with each release.|Their support is avarage, the development team only fixes problems reported by users, affecting a small part which is not a good technique, patches have to be requested for bugfixes.
3.0|Oct 21, 2019|Talend Platform for Big Data Integration (Legacy)|Data and Analytics|30B + USD|IT Services Industry|It is really good for data ingestion but TAC needs further development.|Talend Studio (6.3) works really slowly sometimes (loading jobs, searching for jobs, switching between code and design view). Right now I can't even add jobs to TAC, I don't know why. Regenerate job on change does not work properly (if it is checked, TAC always regenerates the ...
4.0|Oct 23, 2019|Talend Data Fabric|Data and Analytics|50M - 250M USD|IT Services Industry|Implementation was smooth, documentation needs refinement|Ease of use, diverse components that caters to every need to integrate to multiple heterogeneous systems to ingest and egest into multiple systems. The only problem (not a actual problem per-se) that I would like to highlight here is the documentation for the components which are not that ...
4.0|Oct 25, 2019|Talend Data Fabric|Data and Analytics|250M - 500M USD|Miscellaneous Industry|Need more broad view of Cloud research|Deployment via Talend management console was easy and scheduling was really good. But i wish there should have been more flexible way of executing not just talend job.
4.0|Oct 31, 2019|Talend Platform for Big Data Integration (Legacy)|Data and Analytics|Gov't/PS/ED <5,000 Employees|Government Industry|Great tool, needs more documentation and support|The product has extensive components to support various needs. But overall experience with their support line and documentation is not sufficient.
4.0|Oct 15, 2019|Talend Platform for Big Data Integration (Legacy)|Data and Analytics|30B + USD|Energy and Utilities Industry|Implementation is easy but need to work on performance improvement.|Overall Experience is satisfied. GUI is excellent which makes coding very pleasant. Development becomes easy as there are multiple components for most of the functionality. Deployment using TAC is also easy to implemement. But, still I think there is scope for performance improvement. ...
5.0|Oct 30, 2019|Talend Platform for Big Data Integration (Legacy)|Research and Development|250M - 500M USD|Healthcare and Biotech Industry|Talend has been used to build a fully functioning Data Warehouse|Talend is able to connect to all traditional sources of data from normal DI jobs. However, I have a need to connect to Elasticsearch which is only support in Spark jobs. This is limiting.
4.0|Oct 29, 2019|Talend Data Fabric|Software Development|<50M USD|Finance (non-banking) Industry|Versatile ETL tool|Extremely versatile tool. I can do ETL jobs in a matter of minutes and I can POC transformations very quickly to see what works and what doesn?t.
4.0|Oct 18, 2019|Talend Platform for Big Data Integration (Legacy)|Data and Analytics|500M - 1B USD|Energy and Utilities Industry|Sucessful|1)framework design to move data between rdbms system and cloud blobs like aws azure. 2) sap extraction with bapi and idoc 3) sap/mongodb/salesforce integration 4) quick development and less maintenance.
4.0|Oct 31, 2019|Talend Data Management Platform (Legacy)|Data and Analytics|500M - 1B USD|Healthcare and Biotech Industry|Easy of ETL implementation|Good - We are using it from years. The Talend Data Management was used for all the extract, Load and transformation usage. It is easy of implementation with good support and community blogs
3.0|Oct 25, 2019|Talend Data Management Platform (Legacy)|Software Development|1B - 3B USD|Media Industry|Review for Talend Data Management Platform|product is stable but needs more developer friendly features. better integration with crm and erp vendors also with tools like git
4.0|Oct 19, 2019|Talend Platform for Big Data Integration (Legacy)|Data and Analytics|<50M USD|Construction Industry|Good platform on a tight budget.|Open Studio, while having a steeper learning curve and less functionality than other systems, is a great data integration platform for businesses on a tight budget. Talend provides an excellent amount of resources to be successful.
4.0|Oct 29, 2019|Talend Data Fabric|Data and Analytics|30B + USD|Banking Industry|Implementation was straightforward|We did a POC and the results were fantastic. Talend is a great GUI ETL tool to work with. It's off the shelf feature to connect various heterogeneous sources is amazing.
4.0|Oct 30, 2019|Talend Data Fabric|IT|50M - 250M USD|Miscellaneous Industry|implementation was easy and fast|we implemented a solution based on talend etl to migrate data from a oracle database to a postgres database.
5.0|Oct 29, 2019|Talend Platform for Big Data Integration (Legacy)|Data and Analytics|<50M USD|Services (non-Government) Industry|Implementation was very easy and flexible|i love their flexibility and their capacity to cover all the data process
